output_id,output
15113be4_0,|70141004011407044444444|40040004001411140000774|01040004000444040000774|44444444444444447777774|00040004111400047777774|01041004011401147700004|10041014700404047700004|44444444444444444444444|10040014110411040014110|10041114000441041014100|00041004140410141004100|44444444444444444444444|10440004101411040004001|10040004001411141104000|01140104101400141004100|44444444444444444444444|00041104100400041004010|00140104100410041104100|11040004100410140004010|44444444444444444444444|01140014101401041104070|00041144711401141014170|00041044111400041004070| |10144004044407044444444|10040004004417140000774|01040004000417040000774|44444444444444447777774|00040004111400047777774|01047004011401147700004|10041014100401047700004|44444444444444444444444|10040014110411040014170|10041114000411041014100|00041004110410141004100|44444444444444444444444|10140004101411040004001|10040004001411141104000|01140104101400141004100|44444444444444444444444|00041104100400041004010|00140104100410041104100|11040004100410140004010|44444444444444444444444|01140014101401041104010|00041114111401141014110|00041014111400041004010| |10741004011401044444444|10040004001411140000774|01040004000411040000774|44444444444444447777774|00040004111400047777774|01041004011401147700004|10041014100401047700004|44444444444444444444444|10040014110411040014110|10041114000411041014100|00041004110410141004100|44444444444444444444444|10740004107411040004001|10040004007411141104000|07740104107400141004100|44444444444444444444444|00041104100400041004010|00140104100410041104100|11040004100410140004010|44444444444444444444444|01140074101401041104010|00041114111401141014110|00041014111400041004010|
1c02dbbe_0,|000000000000000|066665511111110|066665511111110|066665511111110|066665511111110|066665511111110|066665555555550|066665555555550|055555555553330|055555555553330|077777777553330|077777777553330|077777777553330|077777777553330|000000000000000| |000000000000000|066665555555550|066665555555550|066665555555550|066665555555550|066665555555550|066665555555550|066665555555550|055555555555550|055555555555550|057777777555550|057777777555550|057777777555550|055555555555550|000000000000000| |000000000000000|061115511551110|011115511551110|011115511551110|011115511551110|011115511551110|066665566556550|076765555555550|055535555555550|055555555555550|077775577555550|077775577555550|077775577555550|077775577555550|000000000000000|
136b0064_0,|0000000|0000000|0000000|0000000|0000000|0000000|0000000|0000400|0030300|0040400|0060400|0000000|0000000|0000000|0000000|0000000|0000000|0000000|0000000| |0005000|0002400|0002100|0001100|0000100|0003300|0004400|0000000|0000400|0004000|0003300|0006000|0006100|0000000|0000000|0000000|0000000|0000000|0000000| |0000000|0000000|0000000|0000000|0000000|0000000|0000000|0000000|0030300|0000000|0060600|0000000|0000000|0000000|0000000|0000000|0000000|0000000|0000000|
14754a24_0,|0050055050505545005|0550545550550420550|5550554055052550505|5540000500050500055|5455550500550550500|5505000550545005055|0555505555445055000|5005555000050550050|0500000500500050505|0000500500500500550|0000550505050400050|5545555500504540505|5554000225055405555|0045000005050555555|5050050450055555005|5505502540022505055|5550555402505500550|5555000500505050500|0505550055500555555| |0050025050505245005|0550542550550450550|5220554055055550505|5540000500050500055|5422550500550550500|5505000550545005055|0555505555445055000|5005555000050550050|0500000500500050505|0000500500500500550|0000550505050500050|5555555500504540505|5524000555022505555|0055000005050555555|5050050450055555005|5505505540055505055|5550555405505500550|5555000500505050500|0505550055500555555| |0050055050505545005|0550245520520450550|5550554055055550505|5540000500050500055|5455550500550550500|5202000550545005055|0255202555445055000|5005555000050550050|0500000500500050505|0000500500500500550|0000220505020400050|5245555200504540505|5554000552055405555|0045000005050555555|5050050450055555005|5505505540055505055|5550555405505500550|5555000500505050500|0505550055500555555|
0934a4d8_0,|349|419|497|499|793|999|599|799|599| |661|676|676|676|676|626|626|661|616| |349|419|419|461|766|961|565|777|595|
319f2597_0,|45759231786902425127|91755127191700472958|91869476955500484785|42955282779600983392|19238431134600112646|14356111167300835629|77192469155802224212|29612948278200322477|42668921324500748521|32489895216802579185|13727352393202179857|16466559232400399966|86522321496900771593|00000000220000000000|00000000000000020020|28535671474400134447|78479578746800314197|45994557985800283724|16143654174700595499|29267899645800436395| |45759231786902425127|91755127191700472958|91869476955500484785|42955282779600983392|19238431134600112646|14356111167300835629|77192469155802224212|29612948278200322477|42668921324500748521|32489895216802579185|13727352393202179857|16466559232400399966|86522321496900771593|37759000220000000000|69563000000000020020|28535671474400134447|78479578746800314197|45994557985800283724|16143654174700595499|29267899645800436395| |45759231786902425127|91755127191700472958|91869476955500484785|42955282779600983392|19238431134600112646|14356111167300835629|77192469155802224212|29612948278200322477|42668921324500748521|32489895216802579185|13727352393202179857|16466559232400399966|86522321496900771593|37759874229500867667|69563757989500423326|28535671474400134447|78479578746800314197|45994557985800283724|16143654174700595499|29267899645800436395|
2753e76c_0,|33333|04444|00088| |344|043|003| |330|344|348|
358ba94e_0,|11111|10101|11111|10101|11111| |11111|10101|11111|10111|11111| |11111|11101|10111|11111|11111|
3194b014_0,|555|555|555| |888|888|888| |666|666|666|
3a301edc_0,|888888888888888000000|888888888888888000000|888888888888888000000|888888888888888000000|888888888888888000000|888888888888888000000|888883333338888000000|888883888838888000000|888883888838888000000|888883888838888000000|888883888838888000000|888883333338888000000|888888888888888000000|888888888888888000000|888888888888888000000|888888888888888000000|888888888888888000000|888888888888888000000|000000000000000000000|000000000000000000000|000000000000000000000| |000000000000000000000|000000000000000000000|000000000000000000000|008888888888880000000|008888888888880000000|008888888888880000000|008883333338880000000|008883888838880000000|008883888838880000000|008883888838880000000|008883888838880000000|008883333338880000000|008888888888880000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000| |888888888888000000000|888888888888000000000|888888888888000000000|888888888888000000000|888888888888000000000|888888888888000000000|888883333338000000000|888883888838000000000|888883888838000000000|888883888838000000000|888883888838000000000|888883333338000000000|888888888888000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|
2685904e_0,|8800000000|0000000000|0000000000|0004002400|0004002400|0004002400|5555555555|0000000000|2364624439|0000000000| |8800000000|0000000000|0000000000|0000000000|0300000030|0000000030|5555555555|0000000000|2364624439|0000000000| |8800000000|0000000000|0000000000|0000000000|0000000000|0000000000|5555555555|0000000000|2364624439|0000000000|
33b52de3_0,|00000000000000000000000|00888011101110444011100|00808010101010404010100|00888011101110444011100|00000000000000000000000|00111088808880111011100|00101080808080101010100|00111088808880111011100|00000000000000000000000|00888011108880444088800|00808010108080404080800|00888011108880444088800|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|08114100000000000000000|01881100000000000000000|08184800000000000000000|00000000000000000000000| |00000000000000000000000|00000011108880111088800|00000001000800010008000|01818011108880111088800|08811000000000000000000|01141088808880111011100|01144008000800010001000|00000088808880111011100|00000000000000000000000|00000011101110444011100|00000001000100040001000|00000011101110444011100|00000000000000000000000|00000011101110444044400|00000001000100040004000|00000011101110444044400|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000| |00000000000000000000000|00000000000000000008180|08880111088800000001810|08080101080800000001880|08880111088800000004140|00000000000000000001180|01110888011100000000000|01010808010100000000000|01110888011100000000000|00000000000000000000000|01110888088800000000000|01010808080800000000000|01110888088800000000000|00000000000000000000000|04440111044400000000000|04040101040400000000000|04440111044400000000000|00000000000000000000000|01110111088800000000000|01010101080800000000000|01110111088800000000000|00000000000000000000000|00000000000000000000000|
2072aba6_0,|000000|000000|001200|002100|121212|212121| |120000|210000|001200|002100|000012|000021| |001200|002100|121212|212121|001200|002100|
256b0a75_0,|40010000007111211100009000|00000000007111111100059000|00000000007111111100009000|00000000007111111100009000|00000005001111111100019000|00000000001111111100009000|00000000001111111100009000|77777777718888888811119000|11111111118111111811119000|11111111118111111811119000|33111111118111111811119000|11111111118111111811169000|11111111118111111811119000|33333111118888888811449000|00000000001111111100009000|00000000001111111100009000|00000000001111111100049000|00000000001211111107009000|00005000001211111100009000|00000000001211111190009000|00000000091211111100009000|00000000001211111100009000|00000000001211111120049000|00000000001211111100009000|99999999999999999999999000| |00001111112100000000009000|40021111112100000000009000|00001111112100000000009000|00001111112190000000009000|00091111112100000000009000|00001111112100000500009000|00701111112100000000009000|40001111111100000000009000|00001111111100000000009000|00001111111100000000009000|44118888888811111333339000|11118111111811111111119000|61118111111811111111119000|11118111111811111111339000|11118111111811111111119000|11118111111811111111119000|11118888888817777777779000|00001111111100000000009000|00001111111100000000009000|10001111111100500000009000|00001111111700000000009000|00001111111700000000009000|50001111111700000000009000|00001112111700000010049000|99999999999999999999999000| |00000013379533000000000000|00000013339633090000000000|00000013339633000000000000|00000013339633000000000000|00000033333633000000000000|00000033333633000000000000|33333388888888333336666000|33333383333338333333333000|55553383333338333333333000|33333383333338333333333000|66333383333338333333333000|33333383333338333333333000|33333383333338333333333000|33333383333338333333333000|11133383333338333333333000|66333388888888333311111000|00000033333333000000000000|00000033333333000000000000|00000033333313000000000000|05200033333313000000000000|00000033333913000000000000|00000033333913000000000000|00000033133913000000000000|00000000000000000000000000|00000000000000000000000000|
070dd51e_0,|00000000000000000000|00030000000000000000|00030000050000000000|02232222252222222000|00030000050000000000|00030000050000000000|00030000050000000000|00030007757777000000|00030000050000000000|00030000050000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000888888800000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00000000000000000000| |00000000000000000000|00030000000000000000|00030000050000000000|02222222222222222000|00030000050000000000|00030000050000000000|00030000050000000000|00030007777777000000|00030000050000000000|00030000050000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000888888800000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00000000000000000000| |00000000000000000000|00030000000000000000|00030000050000000000|02222222222222222000|00030000050000000000|00030000050000000000|00030000050000000000|00030007757777000000|00030000050000000000|00030000050000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000800000800000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00000000000000000000|
0b17323b_0,|100000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000100000000|000000000000000|000000000000000|000000000000000|000000000020000|000000000000000|000000000000000|000000000000000|000000000000000| |000000000000000|020000000000000|000000000000000|000100000000000|000000000000000|000002000000000|000000000000000|000000020000000|000000000000000|000000000200000|000000000000000|000000000002000|000000000000000|000000000000020|000000000000000| |100000000000000|000000000000000|002000000000000|000000000000000|000020000000000|000000000000000|000000100000000|000000000000000|000000000000000|000000000000000|000000000020000|000000000000000|000000000000000|000000000000000|000000000000000|
11e1fe23_0,|00000000000000|00000000000000|00030000000800|00003000000000|00000000000000|00000000500000|00000005000000|00000000000000|00000000000000|00009000000000|00090000000000|00000000000000| |00000000000000|00000000000000|00030000000800|00000000000000|00000300080000|00000000500000|00000005000000|00000050000000|00000900000000|00000000000000|00090000000000|00000000000000| |00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000050000000|00000005000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|
1c0d0a4b_0,|0000000000000|0022002002020|0020000002000|0000002200200|0000000000000|0020002200000|0000020200200|0200002002020|0000000000000|0000002002200|0002000200000|0202020000220|0000000000000| |0000000000000|0022002002020|0020000002000|0000002200200|0000000000000|0020002200000|0000000200200|0200002002020|0000000000000|0000002002200|0002000200000|0202020000220|0000000000000| |0000000000000|0022002002020|0020000002000|0000000200200|0000000000000|0020000200000|0000020200200|0200000002020|0000000000000|0000000002200|0002000200000|0202020000220|0000000000000|
351d6448_0,|3332222222200|0333202220020|0035000200052| |3222222000000|0022202000000|0002000000000| |0000000000000|0000000000000|0000000000000|
414297c0_0,|444444444424444|444444444244444|444244444444444|424444444444444|442444444444444|444444444444444|444444444444444|444444424424444|444424444224444| |444444444444444|422444424444444|422244422444444|444444444444444|444422422244444|444442444444444|444444444444424|424442422244244|424442422244444| |444444444444444|422444412444444|444444444444444|444444444444444|444412414244444|444444144344444|444441443444444|444444224444474|444442324444444|
12eac192_0,|03033303|33000330|03300003|11050300|01055503|03003007|30100037|00110307| |03033303|31000110|07700005|31030300|01033301|07003007|30100011|00330307| |03033303|33000330|03300003|33050300|03055503|03003003|30300033|00330303|
16b78196_0,|000000000333333300000000000000|000000000333333300000000000000|000000000033333000000000000000|000000000003333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000033333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000066660333333300000000000000|060046660333333300000000000000|066048660333333000000000000000|066688860333333000000000000000|066668880033333000000000000000|000066880033333300000000000000|000066000333333300000000000000|000066000333333300000000000000|000000000333333000000000000000|000000000033333000000000000000|000000000003333300000000000000|000000000033333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000033333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000333333000000000000000|000000000333333300000000000000|000000000333333300000000000000| |000000000333333300000000000000|000000000333333300000000000000|000000000033333000000000000000|000000000003333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000033333300000000000000|000000008333333300000000000000|000080008333333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000008333333000000000000000|000080000333333000000000000000|060886668833333000000000000000|000000000033333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000333333000000000000000|000000000033333000000000000000|000000000003333300000000000000|000000000033333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000033333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000333333000000000000000|000000000333333300000000000000|000000000333333300000000000000| |000000000333333300000000000000|000000000333333300000000000000|000000000033333000000000000000|000000000003333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000033333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000333333000000000000000|000000000333333000000000000000|000000000033333000000000000000|000000000033333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000333333000000000000000|000000000033333000000000000000|000000000003333300000000000000|000000000033333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000033333300000000000000|000000000333333300000000000000|000000000333333300000000000000|000000000333333000000000000000|000000000333333300000000000000|000000000333333300000000000000|
21f83797_0,|0000200002000|2222222222222|0000211112000|0000211112000|0000211112000|0000211112000|0000211112000|0000211112000|0000211112000|0000211112000|2222222222222|0000200002000|0000200002000| |0002000020000|0002000020000|0002000020000|2222222222222|0002111120000|0002111120000|0002111120000|0002111120000|0002111120000|2222222222222|0002000020000|0002000020000|0002000020000| |0002000002000|0002000002000|0002000002000|2222222222222|0002111112000|0002111112000|0002111112000|0002111112000|2222222222222|0002000002000|0002000002000|0002000002000|0002000002000|
15696249_0,|663663000|443443000|443443000|000000000|000000000|000000000|000000000|000000000|000000000| |664444000|444444000|444444000|664444000|444444000|444444000|664444000|444444000|444444000| |663000000|443000000|443000000|663000000|443000000|443000000|663000000|443000000|443000000|
332efdb3_0,|11111111100|10101010100|11111111100|10101010100|11111111100|10101010100|11111111100|10101010100|11111111100|00000000000|00000000000| |11111111111|10101010101|11111111111|10101010101|11111111111|10101010101|11111111111|10101010101|11111111111|10101010101|11111111111| |01010101010|11111111111|01010101010|11111111111|01010101010|11111111111|01010101010|11111111111|01010101010|11111111111|01010101010|
0bb8deee_0,|022333|020033|202300|066040|606404|660040| |022033|022330|222630|444660|444060|040006| |022333|020033|262300|066660|666606|066660|
15663ba9_0,|0000000000000000|0043400434000000|0420233203000000|0300000003000000|0300000003043340|0432002334030030|0003003000042030|0432002400003030|0300000300003030|0300233400432030|0433400000300030|0000000000300030|0004340000433340|0003030000000000|0003330000000000| |0000000000000000|0033300434000000|0340334304000000|0300000004000000|0400000003043240|0443004434040040|0003004000044030|0444002400002030|0400000400003040|0400444200242040|0344300000400030|0000000000200040|0004330000443440|0003040000000000|0002220000000000| |0000000000000000|0033300433000000|0340324303000000|0300000004000000|0300000003043240|0343003434040030|0003002000024030|0344004300004030|0300000400002030|0300344300444030|0424300000300030|0000000000400030|0004240000434440|0004020000000000|0003330000000000|
0692e18c_0,|000000330|000000003|000000303|330330000|003003000|303303000|000330000|000003000|000303000| |000000330|000000003|000000303|330330000|000003000|303303000|000300000|000003000|000303000| |000300000|000003000|000303000|330300330|000000000|303303303|000300000|000003000|000303000|
0a2355a6_0,|00000000000000000|00333300000001110|00300300322001010|00333333303001110|00003030302001010|00003333323001010|00000000000011110|00000000000010010|00000000000011110|00111111000000000|00100001000000000|00100001001111111|00111111001001001|00000000001001001|00000000001111111| |00000000000000000|00111100000001110|00100100111001010|00111111101001110|00001010101001010|00001111111001010|00000000000011110|00000000000010010|00000000000011110|00111111000000000|00100001000000000|00100001003333313|00111111003003003|00000000003003003|00000000003333333| |00000000000000000|00333300000001110|00300300333001010|00333333303001110|00003030303001010|00003333333001010|00000000000011110|00000000000010010|00000000000011110|00111111000000000|00100001000000000|00100001001111111|00111111001001001|00000000001001001|00000000001111111|
13713586_0,|555555555555555555|555555555555555550|555555555555555550|555555555555555550|555555555555555550|555555555555558880|555555555555558880|444455555555558880|044455555555558880|044455555555558880|044455555555558880|044455552222258880|044455552222258880|044455552222258880|044455552222258880|043333333332258880|043333333332258880|043333333332258880|000000000000000000| |555555555555555555|555555555555505550|555555555555505550|555555555555505550|555555555555505550|555555555555508880|555555555555500000|444455555555500000|004455555555500000|004455555555500000|004455555555500000|004455552222200000|004455552220000000|004455552220000000|004455552220000000|003333333330000000|000000000000000000|000000000000000000|000000000000000000| |555555555555555555|444433332222208880|444433332222208880|444433332222208880|444433332222208880|444433332222208880|444433332222200000|444433332222200000|444433332222200000|444433332222200000|444433332222200000|444433332222200000|433333332220000000|333333332220000000|333333332220000000|333333333330000000|333300000000000000|333300000000000000|333300000000000000|
184a9768_0,|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|02220000000000000000000000|02220000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000001100001000000000000|00000001100001000000000000|00000001100001000000000000|00000000000000000000000000|00000000000000000000000000|00000110000000000000000000|00000110000000000002000000|00000110000000000002000000|00000000000000000000000000|00000000000000000000000000| |00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|02220000000000000000000000|02220000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000002000000|00000000000000000002000000|00000000000000000000000000|00000000000000000000000000| |00000000000000000000000000|00444444444444400000000000|00444444444444400000000000|00488884844444400888888880|00444444844444400888888880|00444444844444400888888880|00444444444444400888888880|00000000000000000888888880|00000000000000000888888880|00000000000000000888888880|00000000000000000888888880|00000000000000000888888880|00000044444400000888888880|00000000000000000888888880|00000000000000000888888880|00000000000000000888888880|00000000000000000888888880|00000000000000000888888880|00000000000000000888888880|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|
1d0a4b61_0,|1111111111111111111111111|1281551821281551821281551|1521881251521881251521881|1111111111111111111111111|1851221581851221581851221|1851221581851221581851221|1111111111111111111111111|1521881251521881251521881|1281551821281551821281551|1111111111111111111111111|1281551821281551821281551|1521881251521881251521881|1111111111111111111111111|1851221581851221581851221|1851221581851221581851221|1111111111111111111111111|1521881251521881251521881|1281551821281551821281551|1111111111111111111111111|1281551821281551821281551|1521881251521881251521881|1111111111111111111111111|1851221581851221581851221|1851221581851221581851221|1111111111111111111111111| |1111111111111111111111111|1281551821281551821281551|1521881251521881251521881|1111111111111111111111111|1851221581851221581851221|1851221581851221581851221|1111111111111111111111111|1521881251521881251521881|1281551521281551821281551|1111111111111111111111111|1281551281281551821281551|1521881521521881251521881|1111111111111111111111111|1851281281281221581851281|1851221521851221581851521|1111111111111111111111111|1521881251581281251521281|1281551821221521821281521|1111111111111111111111111|1281551821281281821281551|1521881251521521251521881|1111111111111111111111111|1851221581851221581851221|1851221581851221581851221|1111111111111111111111111| |1111111111111111111111111|1281551821281551821281551|1521881251521881251521881|1111111111111111111111111|1851221581851221581851221|1851221581851221581851221|1111111111111111111111111|1521881251521881251521881|1281551521281551821281551|1111111111111111111111111|1281551281281551821281551|1521881521521881251521881|1111111111111111111111111|1851251281551221581851551|1851281521851221581851881|1111111111111111111111111|1521881251551281251521551|1281551821281521821281881|1111111111111111111111111|1281551821251281821281551|1521881251581521251521881|1111111111111111111111111|1851221581851221581851221|1851221581851221581851221|1111111111111111111111111|
03560426_0,|0088000000|0088000000|0088000000|0088000000|0000000000|0000000000|0008000000|0008880000|0000000000|0000000000| |8880000000|8888000000|8888000000|8888000000|0066800000|0003880000|0000000000|0000000000|0000000000|0000000000| |0000000000|0000080000|0000880000|0008880000|8086880000|8806800000|0000000000|0000000000|0000000000|0000000000|
